,compounds,id,label,std_compounds
96,COC(=O)N(C(=O)N1CO[C@]2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C4=CC=C(OC(F)(F)F)C=C4,NCGC00254629-01,0,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1
97,CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,NCGC00258196-01,0,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
98,[Cl-].CCCCCCCCCCCCCC[N+]1=CC=C(C)C=C1,NCGC00181085-01,0,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-]
99,Cl.CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C3=C1C=CC=C3,NCGC00092386-03,0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl
100,CS(O)(=O)=O.[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(N)=O)NC(=O)C4=NC5=C(C=CC=C5)C=C4)[C@@H](C2)C(=O)NC(C)(C)C,NCGC00091469-01,0,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O
101,CC(C)N1N=C(C2=CC3=C(N2)C=CC(O)=C3)C4=C1N=CN=C4N,NCGC00188346-01,1,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
102,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C,NCGC00164283-01,0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
103,[Na+].CC(C)(O)C1=C(CC[C@@H](SCC2(CC([O-])=O)CC2)C3=CC(\C=C\C4=NC5=CC(Cl)=CC=C5C=C4)=CC=C3)C=CC=C1,NCGC00164568-01,1,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+]
104,CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C3CCCCC3)C4=CC(Cl)=C(Cl)C=C4)C(=O)C5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F,NCGC00254253-01,0,CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.CS(=O)(=O)[O-]
105,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN2CCC(CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4,NCGC00016064-06,0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
106,OC1=CC=C([Hg]Cl)C=C1,NCGC00181142-01,0,Oc1ccc([Hg]Cl)cc1
107,CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C,NCGC00015817-05,0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
108,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,NCGC00160514-01,0,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
109,CCCOC\C(N1C=CN=C1)=N/C2=C(C=C(Cl)C=C2)C(F)(F)F,NCGC00254770-01,0,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1
110,FC1=CC=C(C=C1)N2C=C(C3CCN(CCN4CCNC4=O)CC3)C5=C2C=CC(Cl)=C5,NCGC00181782-01,0,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
111,CC1=CC=C(C=C1)S(O)(=O)=O.CNC(=O)C2=CC(OC3=CC=C(NC(=O)NC4=CC=C(Cl)C(=C4)C(F)(F)F)C=C3)=CC=N2,NCGC00167488-01,0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
112,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C,NCGC00255707-01,0,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
113,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C,NCGC00260104-01,0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]
114,O.O.[Cl-].CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,NCGC00166405-01,0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.O.[Cl-]
115,[H][C@@]12[C@H]3OCC14CCCC(C)(C)[C@]4([H])CC[C@]2(C)OC5=C3C(O)=CC(C)=C5,NCGC00181099-01,0,Cc1cc(O)c2c(c1)O[C@@]1(C)CC[C@H]3C(C)(C)CCCC34CO[C@@H]2[C@H]41
116,Cl.CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl,NCGC00094434-01,0,Cc1ccc(S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl)cc1.Cl
117,Cl.Cl.CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,NCGC00013226-01,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl
118,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI,NCGC00181134-01,0,Clc1cc(Cl)c(OCC#CI)cc1Cl
119,FC1=CC=C(C=C1)C(CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4)C5=CC=C(F)C=C5,NCGC00015424-04,0,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
120,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)(F)F,NCGC00259513-01,0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
121,[O-][N+](=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,NCGC00259505-01,0,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1
122,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,NCGC00181022-01,0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
123,[O-][N+](=O)C1=CN=C(NC(=O)C2=CC=CS2)S1,NCGC00160655-01,1,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1
124,CCCCCCCCN1SC=CC1=O,NCGC00259010-01,0,CCCCCCCCn1sccc1=O
125,CCCCCCCCCCCCN1CCCCCC1=O,NCGC00255788-01,0,CCCCCCCCCCCCN1CCCCCC1=O
126,CS(O)(=O)=O.CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)\C=C2/SC(=N)NC2=O,NCGC00254170-01,0,CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O
127,OS(O)(=O)=O.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1.NC4=CC5=NC6=CC(N)=CC=C6C=C5C=C4,NCGC00166245-01,1,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O
128,OC1=CC=C(C=C1)C2(C3=C(C=CC=C3)C4=C2C=CC=C4)C5=CC=C(O)C=C5,NCGC00255689-01,0,Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1
129,CCCCCCCCCCCCCCN(CCO)CCO,NCGC00256057-01,0,CCCCCCCCCCCCCCN(CCO)CCO
130,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,NCGC00167496-01,1,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
131,[Na+].CC1(CC(=O)C2=C(C=CC=C2)C1=O)S([O-])(=O)=O,NCGC00160478-01,1,CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O.[Na+]
132,C\C(=C/C1=CC=CC=C1)[N+]([O-])=O,NCGC00257343-01,0,C/C(=C\c1ccccc1)[N+](=O)[O-]
133,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]6([H])C[C@@]([H])(C[C@]7(O6)O[C@]([H])(C(C)CC)[C@@H](C)C=C7)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,NCGC00181798-01,0,CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
134,CCOC(=O)C1=C(C)NC(C)=C(C1C2=C(\C=C\C(=O)OC(C)(C)C)C=CC=C2)C(=O)OCC,NCGC00164545-01,1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
135,Cl.CN1CC[C@@H]([C@H](O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4,NCGC00014961-02,0,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl
136,O.Cl.NC1=C2C=CC=CC2=NC3=C1C=CC=C3,NCGC00091950-01,1,Cl.Nc1c2ccccc2nc2ccccc12.O
137,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C2=C(Cl)C=C(Cl)C=C2,NCGC00254561-01,0,CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1
138,ClC1CC2C(C1Cl)C3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl,NCGC00257844-01,0,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
139,CCC1=NN(C)C(C(=O)NCC2=CC=C(C=C2)C(C)(C)C)=C1Cl,NCGC00254940-01,0,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl
140,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,NCGC00015273-11,0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
141,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]6([H])C[C@@H](C[C@]7(O6)O[C@]([H])(C8CCCCC8)[C@@H](C)C=C7)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,NCGC00185761-01,0,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O
142,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]4([H])N(CCC5=C4NC6=C5C=CC=C6)C2,NCGC00168786-01,1,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
143,NC1=CC=C(N)C2=CC=CC=C12,NCGC00260446-01,1,Nc1ccc(N)c2ccccc12
144,CC(=O)OC(OC(C)=O)C1=CC=C(O1)[N+]([O-])=O,NCGC00258281-01,0,CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1
145,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C5=CC(=O)OC5)[C@@]1(C)CCC(C2)O[C@H]6C[C@H](O)[C@H](O[C@H]7C[C@H](O)[C@H](O[C@H]8C[C@H](OC(C)=O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@@H](C)O8)[C@@H](C)O7)[C@@H](C)O6,NCGC00160523-01,0,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
146,CC1=CC(=O)C2=C(C=CC=C2)C1=O,NCGC00255225-01,1,CC1=CC(=O)c2ccccc2C1=O
147,OC(=O)CCC(O)=O.CC(=O)NC1(CCN(CC[C@]2(CN(C(=O)CO2)C3=CC=CC=C3)C4=CC=C(Cl)C(Cl)=C4)CC1)C5=CC=CC(F)=C5,NCGC00254153-01,0,CC(=O)NC1(c2cccc(F)c2)CCN(CC[C@@]2(c3ccc(Cl)c(Cl)c3)CN(c3ccccc3)C(=O)CO2)CC1.O=C(O)CCC(=O)O
148,OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,NCGC00260530-01,0,Oc1ccc(Cl)cc1Cc1ccccc1
149,OCCN(CCO)C1=NC2=C(N=C(N=C2C(=N1)N3CCCCC3)N(CCO)CCO)N4CCCCC4,NCGC00015385-12,0,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
150,O.[K+].NC(=O)C1=NC(=N[N-]1)C2=CC=CC(=C2)C3=CC(F)=CC=C3OCC(F)(F)C(F)(F)F,NCGC00253991-01,0,NC(=O)c1nc(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n[n-]1.O.[K+]
151,[Na+].COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(N=C1C(C)C)C(C)C,NCGC00164625-02,0,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]
152,O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=C1,NCGC00258325-01,1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
153,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,NCGC00249613-01,0,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
154,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]3C[C@@H](O)CC(=O)O3)OC(=O)[C@@H](C)CC,NCGC00259026-01,0,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
155,C1=CC2=CC3=C(C=C2C=C1)C4=C5C3=CC=CC5=CC=C4,NCGC00258275-01,1,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12
156,CO[C@H]1[C@@H](CC(=O)O[C@H](C)CC2OC2\C=C\C(=O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]3O[C@H](C)[C@@H](O[C@H]4C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O4)[C@@H]([C@H]3O)N(C)C)OC(C)=O,NCGC00181116-01,0,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C2OC2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
157,Cl.COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC3=CC=C(CN4[C@@H](C)CCC[C@H]4C)C=C3)C(=O)N(C)C(C)C)C5=CC6=C(OCO6)C=C5,NCGC00253992-01,0,COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@@H](C)CCC[C@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1.Cl
158,ClC1=C(C=CC=C1)C(N2C=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4,NCGC00254538-01,1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
159,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C3=CC=CS3,NCGC00015647-05,1,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
160,NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C3=C1C=C(Cl)C(F)=C3,NCGC00254304-01,1,NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21
161,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(O)=O)C(C)(C)CCC2(C)C,NCGC00181016-01,0,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
162,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC4=CC=C(C=C4)C5=C(C=CC=C5)C6=NN=NN6,NCGC00255218-01,0,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
163,OC1=CC=C(Cl)C=C1SC2=CC(Cl)=CC=C2O,NCGC00258514-01,0,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O
164,[H][C@@]4(C[C@@H](C)[C@]1([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]2([H])CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O1)OC)CC[C@@H](OCCO)[C@@H](C4)OC,NCGC00167512-01,0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
165,[Na+].[Na+].[O-]C1=CC2=C(C=C1)C3(OC(=O)C4=C3C=CC=C4)C5=C(O2)C=C([O-])C=C5,NCGC00159347-02,0,O=C1OC2(c3ccc([O-])cc3Oc3cc([O-])ccc32)c2ccccc21.[Na+].[Na+]
166,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C4=C(O2)C5=C(O[C@H](C5)C(C)=C)C=C4,NCGC00254603-01,0,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
167,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C)[C@H](C)\C=C\[C@H](C)C(C)C,NCGC00259897-01,0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
168,CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C,NCGC00254167-01,0,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
169,Cl.CCCCCCCCCCCCN,NCGC00257552-01,0,CCCCCCCCCCCCN.Cl
170,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,NCGC00259236-01,0,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
171,CC1COC(CN2C=NC=N2)(O1)C3=C(Cl)C=C(OC4=CC=C(Cl)C=C4)C=C3,NCGC00255010-01,0,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1
172,CCOC(=O)N1CCC(CC1)=C2C3=C(CCC4=C2N=CC=C4)C=C(Cl)C=C3,NCGC00255171-01,0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
173,OC(=O)CN(CC(O)=O)CC1=CC2C(OC3=C(C=C(CN(CC(O)=O)CC(O)=O)C(O)=C3)C24OC(=O)C5=CC=CC=C45)=CC1=O,NCGC00094849-01,0,O=C(O)CN(CC(=O)O)CC1=CC2C(=CC1=O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21
174,ClC1=C(Cl)C(=O)C2=C(C=CC=C2)C1=O,NCGC00259201-01,1,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
175,CCC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)CC,NCGC00254009-01,0,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1
176,CCCCCCCC\C=C/CCCCCCCCOCCO,NCGC00257682-01,0,CCCCCCCC/C=C\CCCCCCCCOCCO
177,[Cl-].CCCCCCCCCCCCCCN1C=C[N+](C)=C1,NCGC00260208-01,0,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
178,FC(F)C(F)(F)OCC(CN1C=NC=N1)C2=C(Cl)C=C(Cl)C=C2,NCGC00254897-01,1,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl
179,O=C(CCCCCCCCC1=CN=CC=C1)N2CCC(CC2)C=C(C3=CC=CC=C3)C4=CC=CC=C4,NCGC00257340-01,0,O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1
180,OS(=O)(=O)C1=CC=CC=C1.CCOC(=O)C2=C(COCCN)NC(C)=C(C2C3=CC=CC=C3Cl)C(=O)OC,NCGC00095835-01,0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1
181,OC1=CC2=C(C=C1)C3(OC(=O)C4=C3C=CC=C4)C5=C(O2)C=C(O)C=C5,NCGC00257491-01,0,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
182,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[N+]([O-])=O,NCGC00255264-01,0,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O
183,CCCCC(CC)COP(O)(=O)OCC(CC)CCCC,NCGC00259171-01,0,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
184,Cl[Au](Cl)Cl,NCGC00255972-01,0,[Au+3].[Cl-].[Cl-].[Cl-]
185,[Na+].[H][C@@]12CC(=O)N1[C@@H](C([O-])=O)[C@](C)(CN3C=CN=N3)S2(=O)=O,NCGC00159340-02,0,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+]
186,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])CC5=NON=C5C[C@]34C,NCGC00181290-01,0,C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
187,ClC1=CC=C(C=C1)C(C2=CC=C(Cl)C=C2)C(Cl)(Cl)Cl,NCGC00254176-01,0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
188,OC1=C(I)C=C(C=C1I)C#N,NCGC00255309-01,0,N#Cc1cc(I)c(O)c(I)c1
189,ClCC(=O)C1=CC=CC=C1,NCGC00254035-01,0,O=C(CCl)c1ccccc1
190,CC(C)(C)C(=O)OCOC(=O)C1N2C(CC2=O)S(=O)(=O)C1(C)C,NCGC00249610-01,0,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
191,OC(C1=CC=C(Cl)C=C1)(C2=CC=C(Cl)C=C2)C(Cl)(Cl)Cl,NCGC00254890-01,0,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
192,OC1=C(Br)C=C(C=C1Br)C#N,NCGC00255099-01,0,N#Cc1cc(Br)c(O)c(Br)c1
193,Cl.CN1CCC2=CC3=C(OCO3)C=C2C1O,NCGC00257950-01,0,CN1CCc2cc3c(cc2C1O)OCO3.Cl
194,ClC1=CC2=CC3=CC=CC=C3C=C2C=C1,NCGC00260506-01,1,Clc1ccc2cc3ccccc3cc2c1
195,ClC1=CC(Cl)=C(C=C1)C(CN2C=CN=C2)OCC=C,NCGC00259100-01,1,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
196,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C3=C4N=C5C(OC4=C(C)C=C3)=C(C)C(=O)C(N)=C5C(=O)N[C@H]6[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]7([H])CCCN7C(=O)[C@H](NC6=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,NCGC00260031-01,0,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
197,Cl.Cl.[H][C@]4(C[C@H]1C[C@]2([H])N(CCC3=C2C=C(OC)C(OC)=C3)C[C@@H]1CC)NCCC5=CC(OC)=C(OC)C=C45,NCGC00257951-01,0,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.Cl
198,[Cl-].CCCCCCCC[N+](C)(C)CCCCCCCC,NCGC00182056-03,0,CCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-]
199,Cl.ClC1=CC2=C(SC3=C(C=CC=C3)N2CCCN4CCC5(CC4)NC(=O)CS5)C=C1,NCGC00014648-01,1,Cl.O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1
200,[O-][N+](=O)C1=CC=C(SC#N)C(=C1)[N+]([O-])=O,NCGC00255647-01,0,N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
201,NC1=CC=C2C=C3C=CC=CC3=CC2=C1,NCGC00259116-01,1,Nc1ccc2cc3ccccc3cc2c1
